업종명	업소명	소재지(도로명)	소재지(지번)	행정동명
일반음식점	도톰도톰	"대전광역시 중구 보문로268번길 14, 2층 (대흥동)"	대전광역시 중구 대흥동 492-2 2층 	대흥동
일반음식점	용두식당	"대전광역시 중구 동서대로1327번길 89, 1층 (용두동)"	대전광역시 중구 용두동 136-6 1층 	용두동
일반음식점	유명이네심야식당	"대전광역시 중구 계룡로874번길 19-4, 2층 (오류동)"	대전광역시 중구 오류동 153-13 2층 	오류동
일반음식점	착한낙지	"대전광역시 중구 대종로 331, 1층 (부사동)"	대전광역시 중구 부사동 99-1 1층 	부사동
일반음식점	해초과메기대전직영점	"대전광역시 중구 중앙로137번길 68, 1층 (선화동)"	대전광역시 중구 선화동 16-3 1층 	은행선화동
일반음식점	카페온달	"대전광역시 중구 계백로1583번길 48, 1층 (유천동)"	대전광역시 중구 유천동 317-34 1층 	유천1동
일반음식점	종로전집	"대전광역시 중구 계룡로874번길 21, 1층 (오류동)"	대전광역시 중구 오류동 153-18 1층 	오류동
일반음식점	무이	"대전광역시 중구 보문로268번길 30, 2층 (대흥동)"	대전광역시 중구 대흥동 206-5 2층 	대흥동
일반음식점	나도몰라	"대전광역시 중구 천근로 22-1, 천근종합상가 1층 4호 (문화동)"	대전광역시 중구 문화동 475-46 천근종합상가 1층 4호	문화1동
일반음식점	구팔갈비	"대전광역시 중구 계백로1565번길 20, 성산빌딩 2층 (유천동)"	대전광역시 중구 유천동 309-8 성산빌딩 2층 	유천1동
일반음식점	자매분식	"대전광역시 중구 동서대로 1238, 1층 (태평동)"	대전광역시 중구 태평동 334-7 1층 	태평1동
일반음식점	골목집	"대전광역시 중구 보문산로177번안길 28, 1층 (문화동)"	대전광역시 중구 문화동 569-29 1층 	문화1동
일반음식점	김치찌개만3대째	"대전광역시 중구 동서대로 1208-5, 2층 (태평동)"	대전광역시 중구 태평동 379-32 2층 	태평1동
일반음식점	케이식당	"대전광역시 중구 계룡로882번길 22, 2층 (오류동)"	대전광역시 중구 오류동 153-9 2층 	오류동
일반음식점	두마리찜닭두찜대전대흥점	"대전광역시 중구 대종로517번길 61, 1층 112호 (선화동)"	대전광역시 중구 선화동 283 1층 112호 일부 	은행선화동
일반음식점	한마음정육식당(유천점)	"대전광역시 중구 계백로1565번길 1, 테마빌딩 1층 (유천동)"	대전광역시 중구 유천동 307-3 테마빌딩 1층 	유천1동
일반음식점	어바웃타임	"대전광역시 중구 중교로 76, 2층 (대흥동)"	대전광역시 중구 대흥동 150-7 2층 	대흥동
일반음식점	슈맥마라탕	"대전광역시 중구 동서대로 1391, 1층 (목동)"	대전광역시 중구 목동 107-26 1층 	목동
일반음식점	화산푸드	"대전광역시 중구 대종로 580, C동 1층 (선화동)"	대전광역시 중구 선화동 74-25 C동 1층 	은행선화동
일반음식점	우리마을	"대전광역시 중구 목중로54번길 17, 1층 (중촌동)"	대전광역시 중구 중촌동 59 1층 	중촌동
일반음식점	떡반집	"대전광역시 중구 중앙로170번길 36, 1층 (은행동)"	대전광역시 중구 은행동 72-25 1층 	은행선화동
일반음식점	시골손맛	"대전광역시 중구 대종로316번길 26, 1층 (부사동)"	대전광역시 중구 부사동 148-9 1층 	부사동
일반음식점	왕천파닭	"대전광역시 중구 계룡로755번길 37, 1층 (용두동)"	대전광역시 중구 용두동 136-7 1층 	용두동
일반음식점	로운NC중앙로역점	"대전광역시 중구 중앙로 141, NC백화점 8층 (선화동)"	대전광역시 중구 선화동 3-1 NC백화점 8층 	은행선화동
일반음식점	고덕갈비	"대전광역시 중구 보문산로 213, 1층 (문화동)"	대전광역시 중구 문화동 542-1 1층 	문화1동
일반음식점	그우나프로젝트	"대전광역시 중구 중앙로156번길 41-7, 1층 (은행동)"	대전광역시 중구 은행동 169-9 1층 	은행선화동
일반음식점	요거트아이스크림의정석은행선화점	"대전광역시 중구 선화서로 16, 1층 (선화동)"	대전광역시 중구 선화동 380-2 1층 	은행선화동
일반음식점	굿베이글	"대전광역시 중구 과례로 79-24, 1층 (문화동)"	대전광역시 중구 문화동 7-1 1층 	문화1동
일반음식점	머슐랭	"대전광역시 중구 오류로 8-1, 1층 (오류동)"	대전광역시 중구 오류동 167-21 1층 	오류동
일반음식점	돼유	"대전광역시 중구 선화로 136, 1층 (선화동)"	대전광역시 중구 선화동 17 1층 	은행선화동
일반음식점	달달한밤부엌(대흥점)	"대전광역시 중구 보문로268번길 39, 1층 (대흥동)"	대전광역시 중구 대흥동 204-5 1층 	대흥동
일반음식점	가마치통닭대전부사점	"대전광역시 중구 대종로 293, 1층 (부사동)"	대전광역시 중구 부사동 154-6 1층 	부사동
일반음식점	아카우미유천점	"대전광역시 중구 문화로105번길 107, 1층 (유천동)"	대전광역시 중구 유천동 303-18 1층 	유천1동
일반음식점	수제분식	"대전광역시 중구 문창로10번길 30, 1층 (문창동)"	대전광역시 중구 문창동 364-15 1층 	문창동
일반음식점	카페마루	"대전광역시 중구 보문산공원로497번길 61, 2,3층 (대사동)"	"대전광역시 중구 대사동 197-37 2,3층 "	대사동
일반음식점	디버전	"대전광역시 중구 목척8길 16, 2층 (은행동)"	대전광역시 중구 은행동 18-13 2층 	은행선화동
일반음식점	디버전1	"대전광역시 중구 목척8길 16, 3층 (은행동)"	대전광역시 중구 은행동 18-13 3층 	은행선화동
일반음식점	인더키친(ASC)	"대전광역시 중구 계백로 1690, 홈플러스데스콤㈜문화점 2층 (문화동)"	대전광역시 중구 문화동 1-17 홈플러스데스콤㈜문화점 2층 	문화2동
일반음식점	착한팔남매생고기	"대전광역시 중구 대종로 87-2, 1층 (옥계동)"	대전광역시 중구 옥계동 39-3 1층 	석교동
일반음식점	핑크몽키	"대전광역시 중구 수도산로 23, 1층 (대흥동)"	대전광역시 중구 대흥동 365-33 1층 	대흥동
일반음식점	집밥먹으러가자	"대전광역시 중구 대둔산로494번길 10, 1층 (산성동)"	대전광역시 중구 산성동 140-5 1층 	산성동
일반음식점	육백이	"대전광역시 중구 중촌로24번길 51, 1층 (중촌동)"	대전광역시 중구 중촌동 101-12 1층 	중촌동
일반음식점	코페부쉬	"대전광역시 중구 목척9길 28, 1층 (은행동)"	대전광역시 중구 은행동 134 1층 	은행선화동
일반음식점	달봉이네	"대전광역시 중구 계백로1618번길 8, 1층 (유천동)"	대전광역시 중구 유천동 185-53 1층 	유천2동
일반음식점	독한농부의낭만디저트	"대전광역시 중구 대전천서로 497-1, 1층 (은행동)"	대전광역시 중구 은행동 110-14 1층 	은행선화동
일반음식점	채담우렁쌈밥갈비	"대전광역시 중구 당디로6번길 60, 1층 (문화동)"	대전광역시 중구 문화동 557-6 1층 	문화1동
일반음식점	소문난전집퓨전주막	"대전광역시 중구 보문산로177번안길 24, 1층 (문화동)"	대전광역시 중구 문화동 569-28 1층 	문화1동
일반음식점	피자프라텔로중구점	"대전광역시 중구 계백로1603번길 28-48, 1층 (유천동)"	대전광역시 중구 유천동 205-6 1층 	유천1동
일반음식점	포케153서대전점	"대전광역시 중구 계백로1716번길 26, 미성프라자 1층 105호 (문화동)"	대전광역시 중구 문화동 1-55 미성프라자 1층 105호	문화1동
일반음식점	곰바우식당	"대전광역시 중구 계백로 1591, 1층 (유천동)"	대전광역시 중구 유천동 209-121 1층 	유천2동
일반음식점	줄리앤칩대흥점	"대전광역시 중구 중교로 27-2, 1층 (대흥동)"	대전광역시 중구 대흥동 466-9 1층 	대흥동
일반음식점	송가네김치찜	"대전광역시 중구 문화로126번길 30, 1층 (문화동)"	대전광역시 중구 문화동 670-6 1층 	문화1동
일반음식점	만원의식탁	"대전광역시 중구 보문산로177번안길 22-14, 1층 (문화동)"	대전광역시 중구 문화동 569-16 1층 	문화1동
일반음식점	야먹자뒷고기맛집	"대전광역시 중구 보문로336번길 58, 1층 (선화동)"	대전광역시 중구 선화동 122-3 1층 	은행선화동
일반음식점	맥스(MAX)	"대전광역시 중구 대흥로175번길 8, 2층 (대흥동)"	대전광역시 중구 대흥동 97-15 2층 	대흥동
일반음식점	수유리혼밥왕엔국제시장국밥가오점	"대전광역시 중구 대종로 51, 1층 (옥계동)"	대전광역시 중구 옥계동 49-16 1층 	석교동
일반음식점	김밥집	"대전광역시 중구 선화로 109, 1층 (선화동)"	대전광역시 중구 선화동 184-10 1층 	은행선화동
일반음식점	장호덕손만두대전태평점	"대전광역시 중구 유천로132번길 49, 1층 (태평동)"	대전광역시 중구 태평동 327-20 1층 	태평1동
일반음식점	후라이드참잘하는집유천태평점	"대전광역시 중구 평촌로 96-2, 1층 (유천동)"	대전광역시 중구 유천동 198-4 1층 	유천1동
일반음식점	용두쌍댕	"대전광역시 중구 동서대로1352번길 86, 2층 (용두동)"	대전광역시 중구 용두동 27-11 2층 	용두동
일반음식점	점선면	"대전광역시 중구 부용로 44, 1층 (부사동)"	대전광역시 중구 부사동 427-18 1층 	부사동
일반음식점	시민보쌈냉면	"대전광역시 중구 대흥로 26, 인산헌빌딩 1층 (대사동)"	대전광역시 중구 대사동 248-215 인산헌빌딩 1층 	대사동
일반음식점	쌈대패	"대전광역시 중구 산서로 17, 리더스빌딩 1층 (사정동)"	대전광역시 중구 사정동 459-2 리더스빌딩1층 	산성동
일반음식점	픽피그	"대전광역시 중구 충무로 16, 1층 (대흥동)"	대전광역시 중구 대흥동 240-81 1층 	대흥동
일반음식점	낙원김밥집	"대전광역시 중구 산성로 12-1, 1층 (산성동)"	대전광역시 중구 산성동 297-4 1층 	산성동
일반음식점	불닭발땡초동대문엽기떡볶이대전산성점	"대전광역시 중구 대둔산로 391, 2층 (산성동)"	대전광역시 중구 산성동 121-8 2층 	산성동
일반음식점	메이웨이푸드	"대전광역시 중구 유천로132번길 31-22, 1층 (태평동)"	대전광역시 중구 태평동 328-5 1층 	태평1동
일반음식점	육가네떡볶이	"대전광역시 중구 천근로28번길 5, 1층 (문화동)"	대전광역시 중구 문화동 479-33 1층 	문화1동
일반음식점	천변실내포장마차	"대전광역시 중구 대전천서로 679, 1층 (중촌동)"	대전광역시 중구 중촌동 69-4 1층 	중촌동
일반음식점	하나칼국수	"대전광역시 중구 충무로 94, 1층 (대사동)"	대전광역시 중구 대사동 84-29 1층 	대사동
일반음식점	이씨족발	"대전광역시 중구 보문로30번길 35, 1층 (문창동)"	대전광역시 중구 문창동 122-2 1층 	문창동
일반음식점	그레	"대전광역시 중구 계룡로874번길 27-5, 1층 (오류동)"	대전광역시 중구 오류동 153-24 1층 	오류동
일반음식점	파티룸루키식당	"대전광역시 중구 대흥로158번길 25, 2층 (대흥동)"	대전광역시 중구 대흥동 31-7 2층일부 	대흥동
일반음식점	유천동그집	"대전광역시 중구 계백로1615번길 37, 2층 (유천동)"	대전광역시 중구 유천동 204-1 2층 	유천2동
일반음식점	이것이생선구이다	"대전광역시 중구 계백로 1697-22, 1층 (오류동)"	대전광역시 중구 오류동 162-3 1층 	오류동
일반음식점	스퀘어	"대전광역시 중구 오류로74번길 42, 1층 (오류동)"	대전광역시 중구 오류동 186-4 1층 	오류동
일반음식점	오리야	"대전광역시 중구 천근로69번길 114, 1층 103호 (문화동, 계룡문화아파트)"	대전광역시 중구 문화동 418-1 계룡문화아파트 1층 103호	문화1동
일반음식점	비비큐대전유천점	"대전광역시 중구 계백로1566번길 44, 1층 (유천동)"	대전광역시 중구 유천동 298-19 1층 	유천1동
일반음식점	경자네포차	"대전광역시 중구 태평로 109, 1층 (태평동)"	대전광역시 중구 태평동 377-4 1층 	태평1동
일반음식점	현진이네밥집	"대전광역시 중구 계백로1571번길 14, 1층 (유천동)"	대전광역시 중구 유천동 311-28 1층 	유천1동
일반음식점	스테이인터뷰이글스카페	"대전광역시 중구 대종로 373, 한밭종합운동장 중앙탁자석측 2층 (부사동)"	대전광역시 중구 부사동 209-1 한밭종합운동장 2층 중앙탁자석측 	부사동
일반음식점	초밥만태평점	"대전광역시 중구 태평로 71, 삼부프라자 1층 (태평동)"	대전광역시 중구 태평동 395-1 삼부프라자 1층 	태평1동
일반음식점	카츠하레	"대전광역시 중구 계백로1571번길 26, 1층 (유천동)"	대전광역시 중구 유천동 311-6 1층 	유천1동
일반음식점	오룡7번구역	"대전광역시 중구 용두로 58, 1층 (용두동)"	대전광역시 중구 용두동 99-16 1층 	용두동
일반음식점	순살만공격대흥점	"대전광역시 중구 중교로 13, 호강빌딩 1층 (대흥동)"	대전광역시 중구 대흥동 505-16 호강빌딩1층 	대흥동
일반음식점	비비큐목동점	"대전광역시 중구 목동로 25, 목동빌딩 1층 (목동)"	대전광역시 중구 목동 21-27 목동빌딩 1층 	목동
일반음식점	정원보리밥	"대전광역시 중구 태평로44번길 38, 1층 (유천동)"	대전광역시 중구 유천동 317-56 1층 	유천1동
일반음식점	꼬지	"대전광역시 중구 대흥로175번길 48, 1층 (대흥동)"	대전광역시 중구 대흥동 1-9 1층 	대흥동
일반음식점	광세족발	"대전광역시 중구 계백로 1701-10, 1층 (오류동)"	대전광역시 중구 오류동 160-11 1층 	오류동
일반음식점	메가엠지씨커피대전은행로데오점	"대전광역시 중구 대종로480번길 16, 1층 (은행동)"	대전광역시 중구 은행동 166-1 1층 	은행선화동
일반음식점	형아짬뽕	"대전광역시 중구 선화로22번길 42, 1층 (용두동)"	대전광역시 중구 용두동 21-16 1층 	용두동
일반음식점	쿠잉(COOING)	"대전광역시 중구 대흥로175번길 34, 1층 (대흥동)"	대전광역시 중구 대흥동 3-10 1층 	대흥동
일반음식점	목동집	"대전광역시 중구 목동로 5, 1층 (목동)"	대전광역시 중구 목동 116-8 1층 	목동
일반음식점	옥순	"대전광역시 중구 대흥로121번길 15, 1층 (대흥동)"	대전광역시 중구 대흥동 453-4 1층 	대흥동
일반음식점	청춘횟집	"대전광역시 중구 보문로337번길 3, 1층 (선화동)"	대전광역시 중구 선화동 192-3 1층 	은행선화동
일반음식점	인생역전	"대전광역시 중구 대종로517번길 61, 1층 113호 (선화동)"	대전광역시 중구 선화동 283 1층 113호	은행선화동
일반음식점	행복분식	"대전광역시 중구 계룡로882번길 88, 1층 (오류동)"	대전광역시 중구 오류동 166-3 1층 	오류동
일반음식점	오늘봄	"대전광역시 중구 동서대로1235번길 13, 1층 (태평동)"	대전광역시 중구 태평동 337-54 1층 	태평1동
일반음식점	정가네추어명가	"대전광역시 중구 대종로 154, 1층 (호동)"	대전광역시 중구 호동 16-6 1층 	석교동
일반음식점	나두나두토스트앤도시락	"대전광역시 중구 계룡로 832, 1층 (오류동)"	대전광역시 중구 오류동 175-3 1층 	오류동
일반음식점	가마치통닭서대전점	"대전광역시 중구 오류로 31, 103동 104-1호 (오류동, 서대전역 우방아이유쉘 스카이팰리스)"	대전광역시 중구 오류동 73-1 서대전역 우방아이유쉘 스카이팰리스 103동 104-1호	오류동
일반음식점	명자네	"대전광역시 중구 유천로86번길 32, 1층 (유천동)"	대전광역시 중구 유천동 204-8 1 	유천1동
일반음식점	수리스	"대전광역시 중구 보문로262번길 16, 1층 (대흥동)"	대전광역시 중구 대흥동 487-1 1층 	대흥동
일반음식점	커피향	"대전광역시 중구 문창로 121, 1층 (문창동)"	대전광역시 중구 문창동 30-11 1층 	문창동
일반음식점	하늘터	"대전광역시 중구 대흥로10번길 70, 1층 (대흥동)"	대전광역시 중구 대흥동 258-36 1층 	대흥동
일반음식점	더드림푸드	"대전광역시 중구 계룡로816번길 82, 1층 (오류동)"	대전광역시 중구 오류동 183-36 1층 	오류동
일반음식점	산성노가리	"대전광역시 중구 유등천동로 218, 상가동 1층 103(일부)호 (산성동, 유등천모아미래도리버뷰)"	대전광역시 중구 산성동 120-15 유등천모아미래도리버뷰 1층 상가동동 103호	산성동
일반음식점	동경가	"대전광역시 중구 목중로 80, 동서빌딩 지하2층 (중촌동)"	대전광역시 중구 중촌동 275-12 동서빌딩 지하2층 	중촌동
일반음식점	장호덕손만두선화점	"대전광역시 중구 선화서로 88, 1층 (선화동)"	대전광역시 중구 선화동 193-15 1층 	은행선화동
일반음식점	카페익투스	"대전광역시 중구 계백로1618번길 62, 1층 (유천동)"	대전광역시 중구 유천동 176-43 1층 	유천1동
일반음식점	어머니손맛	"대전광역시 중구 당디로124번길 93, 1층 (유천동)"	대전광역시 중구 유천동 305-18 1층 	유천1동
일반음식점	홍자매맛있는밥상	"대전광역시 중구 대종로 127, A동 1층 (호동)"	"대전광역시 중구 호동 25-3 A동, 1층 "	석교동
일반음식점	하루	"대전광역시 중구 대둔산로 407-18, 1층 (산성동)"	대전광역시 중구 산성동 97-18 1층 	산성동
일반음식점	비바족발앤순대	"대전광역시 중구 유천로142번길 31, 1층 (태평동)"	대전광역시 중구 태평동 331-7 1층 	태평1동
일반음식점	유천포장마차	"대전광역시 중구 계백로1584번길 43, 1층 (유천동)"	대전광역시 중구 유천동 217-46 1층 	유천1동
일반음식점	솜씨	"대전광역시 중구 선화서로57번길 21, 1층 (선화동, 비전타운)"	대전광역시 중구 선화동 413-12 비전타운 1층 	은행선화동
일반음식점	고깃집	"대전광역시 중구 목척1길 18, 1층 (은행동)"	대전광역시 중구 은행동 7-17 1층 	은행선화동
일반음식점	국제시장포차	"대전광역시 중구 보문로260번길 43, 1층 (대흥동)"	대전광역시 중구 대흥동 211 1층 	대흥동
일반음식점	라온제나	"대전광역시 중구 계백로1584번길 39, 1층 (유천동)"	대전광역시 중구 유천동 217-33 1층 	유천1동
일반음식점	모쿠모쿠	"대전광역시 중구 목척2길 35, 1층 (은행동)"	대전광역시 중구 은행동 129-4 1층 	은행선화동
일반음식점	민들레뜨락	"대전광역시 중구 대흥로 128, 1층 (대흥동)"	대전광역시 중구 대흥동 445-1 1층 	대흥동
일반음식점	모정	"대전광역시 중구 문창로 4, 지하 1층 (문창동)"	대전광역시 중구 문창동 361-19 지하 1층 	문창동
일반음식점	코지스페이스	"대전광역시 중구 동서대로 1249-3, 1층 (태평동)"	대전광역시 중구 태평동 335-2 1층 	태평1동
일반음식점	한국인의집밥	"대전광역시 중구 유천로132번길 21-36, 3동 1층 102호 (태평동)"	대전광역시 중구 태평동 329-2 1층 3동 102호	태평1동
일반음식점	에스비그룹(주)지점장수촌누룽지삼계탕	"대전광역시 중구 계룡로 813, 1층 (용두동)"	대전광역시 중구 용두동 112-7 1층 	용두동
일반음식점	크리켓사운드	"대전광역시 중구 대흥로121번길 12, 1층 (대흥동)"	대전광역시 중구 대흥동 412-11 1층 	대흥동
일반음식점	과일은달당서대전점	"대전광역시 중구 동서대로1303번길 15, 1층 (오류동)"	대전광역시 중구 오류동 189-14 1층 	오류동
일반음식점	까몬선화점	"대전광역시 중구 대종로529번길 44, 1층 (선화동)"	대전광역시 중구 선화동 279-3 1층 	은행선화동
일반음식점	구여사컵밥	"대전광역시 중구 유천로17번안길 58, 1층 (유천동)"	대전광역시 중구 유천동 330-34 1층 	유천1동
일반음식점	농장부라더스	"대전광역시 중구 계룡로874번길 106, 1층 (오류동)"	대전광역시 중구 오류동 171-27 1층 	오류동
일반음식점	공원식당	"대전광역시 중구 계백로1716번길 26, 미성프라자 1층 101호 (문화동)"	대전광역시 중구 문화동 1-55 미성프라자 1층 101호	문화1동
일반음식점	선희네	"대전광역시 중구 보문로20번길 14, 1층 (문창동)"	대전광역시 중구 문창동 366-8 1층 	문창동
일반음식점	무글(moogle)	"대전광역시 중구 대종로480번길 43, 2층 (은행동)"	대전광역시 중구 은행동 53-3 2층 	은행선화동
일반음식점	김밥풍경	"대전광역시 중구 평촌로 94, 1층 (유천동)"	대전광역시 중구 유천동 197-5 1층 	유천1동
일반음식점	튀김나라	"대전광역시 중구 평촌로105번길 59, 1층 (태평동)"	대전광역시 중구 태평동 328-1 1층 	태평1동
일반음식점	한솥도시락대전태평삼부프라자점	"대전광역시 중구 태평로 71, 삼부프라자 104, 105호일부호 (태평동)"	"대전광역시 중구 태평동 395-1 삼부프라자 104, 105호일부 "	태평1동
일반음식점	소소떡볶이대전유천점	"대전광역시 중구 계백로 1587-1, 1층 (유천동)"	대전광역시 중구 유천동 209-23 1층 	유천1동
일반음식점	올바른찬	"대전광역시 중구 계백로 1691-10, 1층 (오류동)"	대전광역시 중구 오류동 164-12 1층 	오류동
일반음식점	넛팅(nutting)	"대전광역시 중구 오류로 31, 103동 110호 (오류동, 서대전역 우방아이유쉘 스카이팰리스)"	대전광역시 중구 오류동 73-1 서대전역 우방아이유쉘 스카이팰리스 103동 110호	오류동
일반음식점	보문국수	"대전광역시 중구 보문산공원로 531, 1층 (대사동)"	대전광역시 중구 대사동 142-4 1층 	대사동
일반음식점	메가엠지씨커피대전목동점	"대전광역시 중구 목동로 42, 목동복합빌딩 109호 (목동)"	대전광역시 중구 목동 24-60 목동복합빌딩 109호	목동
일반음식점	우아한푸드	"대전광역시 중구 수침로55번길 16, 광성빌딩 1층 (태평동)"	대전광역시 중구 태평동 265-24 광성빌딩 1층 	태평1동
일반음식점	캬대전점	"대전광역시 중구 계백로 1715, 경복궁메디컬파크 2동 하층 1층 (오류동)"	대전광역시 중구 오류동 154-6 경복궁메디컬파크 2동 1층 하층 	오류동
일반음식점	바디온블루(bodyonblue)	"대전광역시 중구 중앙로122번길 23, 3층 (대흥동)"	대전광역시 중구 대흥동 210 3층 	대흥동
일반음식점	아워커피	"대전광역시 중구 문화로33번길 22, 1층 (산성동)"	대전광역시 중구 산성동 147-19 1층 	산성동
일반음식점	비엠케이코스모(주)	"대전광역시 중구 서문로 133, 4층 (문화동)"	대전광역시 중구 문화동 311-2 4층 	문화1동
일반음식점	깜상문화지점	"대전광역시 중구 서문로 133, 1층 (문화동)"	대전광역시 중구 문화동 311-2 1층 	문화1동
일반음식점	해물나라	"대전광역시 중구 대종로452번길 63, 1층 (대흥동)"	대전광역시 중구 대흥동 3-23 1층 	대흥동
일반음식점	이레다이닝	"대전광역시 중구 모암로8번길 69, 1층 (석교동)"	대전광역시 중구 석교동 90-11 1층 	석교동
일반음식점	더큰도시락앤소바공방오월드점	"대전광역시 중구 사정공원로 70, 대전플라워랜드 4동 1층 (사정동)"	대전광역시 중구 사정동 142 대전플라워랜드 4동 1층 	산성동
일반음식점	은영네한우내장탕	"대전광역시 중구 충무로 144-1, 1층 (부사동)"	대전광역시 중구 부사동 91-5 1층 	부사동
일반음식점	호미마라탕(homi)	"대전광역시 중구 중앙로 126, 1층 109,110호 (대흥동)"	"대전광역시 중구 대흥동 205-1 1층 109,110호 "	대흥동
일반음식점	유씨네부엌2	"대전광역시 중구 보문산공원로497번길 109, 2,3층 (대사동)"	"대전광역시 중구 대사동 197-15 2,3층 "	대사동
일반음식점	카네기	"대전광역시 중구 계백로 1715, 2동 4층 402호 (오류동)"	대전광역시 중구 오류동 154-6 2동 402호	오류동
일반음식점	술야	"대전광역시 중구 계백로1583번길 29, 1층 (유천동)"	대전광역시 중구 유천동 311-16 1층 	유천1동
일반음식점	램키드커피바(RAMKIDCOFFEEBAR)	"대전광역시 중구 충무로 5, 1층 (대흥동)"	대전광역시 중구 대흥동 240-77 1층 	대흥동
일반음식점	램키드지하(RAMKIDBASEMENT)	"대전광역시 중구 선화서로 29, 지하1층 (선화동)"	대전광역시 중구 선화동 398-9 지하1층 	은행선화동
일반음식점	깻잎두마리치킨(으뜸푸드)	"대전광역시 중구 유천로132번길 31-9, 6동 103호 (태평동)"	대전광역시 중구 태평동 329-2 6동 103호	태평1동
일반음식점	파티스리정	"대전광역시 중구 계룡로 924, 1층 2호 (대사동)"	대전광역시 중구 대사동 248-226 1층 2호	대사동
일반음식점	한궁양꼬치훠궈	"대전광역시 중구 중앙로 126, 1층 115.116.117호 (대흥동)"	대전광역시 중구 대흥동 205-1 1층 115.116.117호 	대흥동
일반음식점	회타령	"대전광역시 중구 대둔산로446번길 36, 2층 (산성동)"	대전광역시 중구 산성동 30-5 2층 	산성동
일반음식점	찐포차	"대전광역시 중구 중앙로121번길 62, 1층 (선화동)"	대전광역시 중구 선화동 17-6 1층 	은행선화동
일반음식점	염짬뽕	"대전광역시 중구 대종로 667-1, 1층 (중촌동)"	대전광역시 중구 중촌동 99-7 1층 	중촌동
일반음식점	묵은정대흥점	"대전광역시 중구 대흥로165번길 28, 1층 (대흥동)"	대전광역시 중구 대흥동 90-6 1층 	대흥동
일반음식점	신쭈꾸황서대전역점	"대전광역시 중구 오류로 31, 103동 212호 (오류동, 서대전역 우방아이유쉘 스카이팰리스)"	대전광역시 중구 오류동 73-1 서대전역 우방아이유쉘 스카이팰리스 103동 212호	오류동
일반음식점	황제명태본가	"대전광역시 중구 유천로 57, 1층 (유천동)"	대전광역시 중구 유천동 212-3 1층 	유천1동
일반음식점	토마토도시락대전은행동점	"대전광역시 중구 대전천서로 457, 1층 (은행동)"	대전광역시 중구 은행동 55-8 1층 	은행선화동
일반음식점	케이푸드	"대전광역시 중구 보문로 168-18, 1층 (대사동)"	대전광역시 중구 대사동 644-80 1층 	대사동
일반음식점	한우오마카세우리	"대전광역시 중구 중교로 51, 3층 (대흥동)"	대전광역시 중구 대흥동 250-1 3층 	대흥동
일반음식점	이하나이	"대전광역시 중구 유천로47번길 10, 1층 (유천동)"	대전광역시 중구 유천동 212-26 1층 	유천1동
일반음식점	미호다이닝	"대전광역시 중구 어덕마을로10번길 79-7, 1층 (용두동)"	대전광역시 중구 용두동 122-12 1층 	용두동
일반음식점	뉴커프	"대전광역시 중구 과례로 95, 1층 (대사동)"	대전광역시 중구 대사동 643-115 1층 	대사동
일반음식점	탕화쿵푸마라탕	"대전광역시 중구 태평로 28, 2층 (유천동)"	대전광역시 중구 유천동 324-23 2층 	유천1동
일반음식점	부산면관대흥점	"대전광역시 중구 충무로107번길 122, 영은빌딩 1층 103,104호 (대흥동)"	"대전광역시 중구 대흥동 445-7 영은빌딩 1층 103, 104호 "	대흥동
일반음식점	까망연탄	"대전광역시 중구 계룡로882번길 30-8, 1층 (오류동)"	대전광역시 중구 오류동 153-41 1층 	오류동
일반음식점	온도	"대전광역시 중구 대종로505번길 28, 1층 103호 (선화동)"	대전광역시 중구 선화동 35 1층 103호	은행선화동
일반음식점	델리퀸대전목동점	"대전광역시 중구 목동로 62, 1층 (목동)"	대전광역시 중구 목동 89-2 1층 	목동
일반음식점	몰디브조개	"대전광역시 중구 대흥로71번길 19, 1층 (대흥동)"	대전광역시 중구 대흥동 508-23 1층 	대흥동
일반음식점	인생충전	"대전광역시 중구 목중로10번길 1, 지하 1층 (중촌동)"	대전광역시 중구 중촌동 410-23 지하1층 	중촌동
일반음식점	2002참치	"대전광역시 중구 유천로132번길 21-34, 2동 1층 102호 (태평동)"	대전광역시 중구 태평동 329-2 2동 1층 102호	태평1동
일반음식점	고기는야외빨	"대전광역시 중구 보문산공원로 514, 1층 (대사동)"	대전광역시 중구 대사동 210-5 1층 	대사동
일반음식점	은행반점앤포차	"대전광역시 중구 중교로 93, 1층 (은행동)"	대전광역시 중구 은행동 72-16 1층 	은행선화동
일반음식점	코르크	"대전광역시 중구 보문로268번길 39, 3층 (대흥동)"	대전광역시 중구 대흥동 204-5 3층 	대흥동
일반음식점	토리스타특별한커피	"대전광역시 중구 보문산공원로 488-1, 1~2층 (대사동)"	대전광역시 중구 대사동 198-54 1~2층 	대사동
일반음식점	맥주창고	"대전광역시 중구 당디로 120-3, 1층 (유천동)"	대전광역시 중구 유천동 329-41 1층 	유천1동
일반음식점	갈채레스토랑	"대전광역시 중구 태평로26번길 74, 1층,2층 (유천동)"	"대전광역시 중구 유천동 209-39 1층,2층 "	유천2동
일반음식점	청담피자중구점	"대전광역시 중구 중앙로13번길 45, 1층 (용두동)"	대전광역시 중구 용두동 20-11 1층 	용두동
일반음식점	참스민	"대전광역시 중구 당디로 55, 1층 (산성동)"	대전광역시 중구 산성동 116-44 1층 	산성동
일반음식점	덕클	"대전광역시 중구 중교로 37-1, 1층 (대흥동)"	대전광역시 중구 대흥동 460-5 1층 	대흥동
